File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF563CUE	fastq	reads	ENCSR210ZYL	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens					NBN-human	ENCAB000BMB	DNA					False	2017-05-18	ENCODE				3	1	100		paired-ended	2	ENCFF501XST		4179465029	Michael Snyder, Stanford	8c40d3be14271ec31060cecc8db9401f		https://www.encodeproject.org/files/ENCFF563CUE/@@download/ENCFF563CUE.fastq.gz		HiSeq 2000	/files/ENCFF002EEZ/	released	borderline replicate concordance	missing unfiltered alignments, experiment not submitted to GEO		
ENCFF993SXO	fastq	reads	ENCSR210ZYL	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens					NBN-human	ENCAB000BMB	DNA					False	2017-05-18	ENCODE				4	1	100		paired-ended	2	ENCFF473SIW		3494105989	Michael Snyder, Stanford	979017c1f40d62f6b358623d19184171		https://www.encodeproject.org/files/ENCFF993SXO/@@download/ENCFF993SXO.fastq.gz		HiSeq 2000	/files/ENCFF002EFE/	released	borderline replicate concordance	missing unfiltered alignments, experiment not submitted to GEO		
ENCFF473SIW	fastq	reads	ENCSR210ZYL	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens					NBN-human	ENCAB000BMB	DNA					False	2017-05-18	ENCODE				4	1	100		paired-ended	1	ENCFF993SXO		3396143201	Michael Snyder, Stanford	be7be2bd18fae66524634082e5e0398e		https://www.encodeproject.org/files/ENCFF473SIW/@@download/ENCFF473SIW.fastq.gz		HiSeq 2000	/files/ENCFF002EFC/	released	borderline replicate concordance	missing unfiltered alignments, experiment not submitted to GEO		
ENCFF674QUX	fastq	reads	ENCSR796ITY	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					NFIC-human	ENCAB272JJF	DNA					False	2017-05-17	ENCODE				1	1	100		paired-ended	2	ENCFF384EGA		1964388359	Michael Snyder, Stanford	bbcd6aac8e273d314d4f31ad082453f8		https://www.encodeproject.org/files/ENCFF674QUX/@@download/ENCFF674QUX.fastq.gz		HiSeq 2000	/files/ENCFF002EFH/	archived	inconsistent platforms, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF439DZE	fastq	reads	ENCSR796ITY	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					NFIC-human	ENCAB272JJF	DNA					False	2017-05-17	ENCODE				2	1	100		paired-ended	1	ENCFF456ASW		4178843492	Michael Snyder, Stanford	fe48a666c957eafc72a0a903c8fd3343		https://www.encodeproject.org/files/ENCFF439DZE/@@download/ENCFF439DZE.fastq.gz		HiSeq 4000	/files/ENCFF259GQA/	released	inconsistent platforms, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF384EGA	fastq	reads	ENCSR796ITY	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					NFIC-human	ENCAB272JJF	DNA					False	2017-05-17	ENCODE				1	1	100		paired-ended	1	ENCFF674QUX		1911627950	Michael Snyder, Stanford	752b29fd3e5433f26a8f9b7b0e888979		https://www.encodeproject.org/files/ENCFF384EGA/@@download/ENCFF384EGA.fastq.gz		HiSeq 2000	/files/ENCFF002EFF/	archived	inconsistent platforms, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF456ASW	fastq	reads	ENCSR796ITY	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					NFIC-human	ENCAB272JJF	DNA					False	2017-05-17	ENCODE				2	1	100		paired-ended	2	ENCFF439DZE		4558822289	Michael Snyder, Stanford	ef8957e2870e422c0074fa097e53309a		https://www.encodeproject.org/files/ENCFF456ASW/@@download/ENCFF456ASW.fastq.gz		HiSeq 4000	/files/ENCFF837MIV/	released	inconsistent platforms, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF534ZOY	fastq	reads	ENCSR796ITY	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					NFIC-human	ENCAB272JJF	DNA					False	2017-05-17	ENCODE				1	1	100		paired-ended	1	ENCFF077ONG		4615312010	Michael Snyder, Stanford	c140e239a48a9866ceeeab2eb9c54558		https://www.encodeproject.org/files/ENCFF534ZOY/@@download/ENCFF534ZOY.fastq.gz		HiSeq 4000	/files/ENCFF498JMO/	released	inconsistent platforms, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF077ONG	fastq	reads	ENCSR796ITY	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					NFIC-human	ENCAB272JJF	DNA					False	2017-05-17	ENCODE				1	1	100		paired-ended	2	ENCFF534ZOY		4776637410	Michael Snyder, Stanford	738b3a2ce82e55140683b32fb26e2e2e		https://www.encodeproject.org/files/ENCFF077ONG/@@download/ENCFF077ONG.fastq.gz		HiSeq 4000	/files/ENCFF502GTS/	released	inconsistent platforms, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF002AAP	fastq	reads	ENCSR101FJM	ChIP-seq	EFO:0002824	HCT116	immortalized cell line	adult	male	unknown	Homo sapiens					ZNF274-human	ENCAB000AMU	DNA		see document	see document		False	2014-07-07	ENCODE				1	1	36		single-ended				691777624	Peggy Farnham, USC	21b4c1c04d32d7173eaf36fb5096ad36		https://www.encodeproject.org/files/ENCFF002AAP/@@download/ENCFF002AAP.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000VCW/, /files/ENCFF000VCY/	released	low read depth, inconsistent platforms, mild to moderate bottlenecking, low read length	experiment not submitted to GEO		
ENCFF002AAU	fastq	reads	ENCSR101FJM	ChIP-seq	EFO:0002824	HCT116	immortalized cell line	adult	male	unknown	Homo sapiens					ZNF274-human	ENCAB000AMU	DNA		see document	see document		False	2014-07-07	ENCODE				2	1	36		single-ended				1277808758	Peggy Farnham, USC	7dfcde2cf2a0662233613299623940b4		https://www.encodeproject.org/files/ENCFF002AAU/@@download/ENCFF002AAU.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000VCW/, /files/ENCFF000VCY/	released	low read depth, inconsistent platforms, mild to moderate bottlenecking, low read length	experiment not submitted to GEO		
ENCFF002EKI	fastq	reads	ENCSR974OFJ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					KLF5-human	ENCAB107TAJ	DNA					False	2014-07-07	ENCODE				1	1	100		paired-ended	1	ENCFF002EKM		2325920028	Michael Snyder, Stanford	f3e499b93e9f4d64df9604928817d30f		https://www.encodeproject.org/files/ENCFF002EKI/@@download/ENCFF002EKI.fastq.gz		HiSeq 2000	/files/ENCFF002EFT/	released	mild to moderate bottlenecking	mismatched file status, missing unfiltered alignments, experiment not submitted to GEO	partially characterized antibody	
ENCFF002EKJ	fastq	reads	ENCSR974OFJ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					KLF5-human	ENCAB107TAJ	DNA					False	2014-07-07	ENCODE				2	1	100		paired-ended	1	ENCFF002EKT		2198116554	Michael Snyder, Stanford	f1a9c555135528d749e94904b4e3f391		https://www.encodeproject.org/files/ENCFF002EKJ/@@download/ENCFF002EKJ.fastq.gz		HiSeq 2000	/files/ENCFF002EFU/	released	mild to moderate bottlenecking	mismatched file status, missing unfiltered alignments, experiment not submitted to GEO	partially characterized antibody	
ENCFF002EKM	fastq	reads	ENCSR974OFJ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					KLF5-human	ENCAB107TAJ	DNA					False	2014-07-07	ENCODE				1	1	100		paired-ended	2	ENCFF002EKI		2366611655	Michael Snyder, Stanford	3a8a4bac3e2f8c156a35c1e84deb8536		https://www.encodeproject.org/files/ENCFF002EKM/@@download/ENCFF002EKM.fastq.gz		HiSeq 2000	/files/ENCFF002EFQ/	released	mild to moderate bottlenecking	mismatched file status, missing unfiltered alignments, experiment not submitted to GEO	partially characterized antibody	
ENCFF002EKT	fastq	reads	ENCSR974OFJ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					KLF5-human	ENCAB107TAJ	DNA					False	2014-07-07	ENCODE				2	1	100		paired-ended	2	ENCFF002EKJ		2242835483	Michael Snyder, Stanford	9faf15c5f8f689bc8e9be537bf0411f3		https://www.encodeproject.org/files/ENCFF002EKT/@@download/ENCFF002EKT.fastq.gz		HiSeq 2000	/files/ENCFF002EFS/	released	mild to moderate bottlenecking	mismatched file status, missing unfiltered alignments, experiment not submitted to GEO	partially characterized antibody	
ENCFF276AYD	fastq	reads	ENCSR567JEU	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					YBX3-human	ENCAB021IRD	DNA					False	2016-09-01	ENCODE				1	1	100		paired-ended	1	ENCFF519SRC		2431318871	Michael Snyder, Stanford	67b81ef73d0ee3829b4b6947ad43ce9a	SRA:SRR5111801	https://www.encodeproject.org/files/ENCFF276AYD/@@download/ENCFF276AYD.fastq.gz		HiSeq 2000	/files/ENCFF002EFF/	released	borderline replicate concordance	missing unfiltered alignments		
ENCFF519SRC	fastq	reads	ENCSR567JEU	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					YBX3-human	ENCAB021IRD	DNA					False	2016-09-01	ENCODE				1	1	100		paired-ended	2	ENCFF276AYD		2437227767	Michael Snyder, Stanford	38869be97aaa384846cea4cd8dc51192	SRA:SRR5111801	https://www.encodeproject.org/files/ENCFF519SRC/@@download/ENCFF519SRC.fastq.gz		HiSeq 2000	/files/ENCFF002EFH/	released	borderline replicate concordance	missing unfiltered alignments		
ENCFF590TAH	fastq	reads	ENCSR567JEU	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					YBX3-human	ENCAB021IRD	DNA					False	2016-09-01	ENCODE				2	1	100		paired-ended	1	ENCFF504AIH		2610784610	Michael Snyder, Stanford	7591fe9a3d5feecedfb3e342978556bc	SRA:SRR5111800	https://www.encodeproject.org/files/ENCFF590TAH/@@download/ENCFF590TAH.fastq.gz		HiSeq 2000	/files/ENCFF002EFD/	released	borderline replicate concordance	missing unfiltered alignments		
ENCFF504AIH	fastq	reads	ENCSR567JEU	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					YBX3-human	ENCAB021IRD	DNA					False	2016-09-01	ENCODE				2	1	100		paired-ended	2	ENCFF590TAH		2605858683	Michael Snyder, Stanford	af8cfe186781027a66b5145afe3fe91b	SRA:SRR5111800	https://www.encodeproject.org/files/ENCFF504AIH/@@download/ENCFF504AIH.fastq.gz		HiSeq 2000	/files/ENCFF002EFA/	released	borderline replicate concordance	missing unfiltered alignments		
ENCFF649JEY	fastq	reads	ENCSR410DWC	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					eGFP-PYGO2-human	ENCAB728YTO	DNA					False	2016-01-14	ENCODE				2	1	100		paired-ended	2	ENCFF315YLZ		2961256919	Michael Snyder, Stanford	b283bd5e16a084d062b0df62d7a8f89a	SRA:SRR5111551	https://www.encodeproject.org/files/ENCFF649JEY/@@download/ENCFF649JEY.fastq.gz		HiSeq 2000	/files/ENCFF422LHF/	released	moderate library complexity, mild to moderate bottlenecking	missing unfiltered alignments		
ENCFF315YLZ	fastq	reads	ENCSR410DWC	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					eGFP-PYGO2-human	ENCAB728YTO	DNA					False	2016-01-14	ENCODE				2	1	100		paired-ended	1	ENCFF649JEY		2986170556	Michael Snyder, Stanford	8b09014cbca8db7c73b3dceefb72ad7e	SRA:SRR5111551	https://www.encodeproject.org/files/ENCFF315YLZ/@@download/ENCFF315YLZ.fastq.gz		HiSeq 2000	/files/ENCFF427TUR/	released	moderate library complexity, mild to moderate bottlenecking	missing unfiltered alignments		
ENCFF768KWX	fastq	reads	ENCSR410DWC	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					eGFP-PYGO2-human	ENCAB728YTO	DNA					False	2016-01-14	ENCODE				1	1	100		paired-ended	2	ENCFF150HAD		2555218979	Michael Snyder, Stanford	6580b1cf0e62c791059f18cad8785c96	SRA:SRR5111550	https://www.encodeproject.org/files/ENCFF768KWX/@@download/ENCFF768KWX.fastq.gz		HiSeq 2000	/files/ENCFF422LHF/	released	moderate library complexity, mild to moderate bottlenecking	missing unfiltered alignments		
ENCFF150HAD	fastq	reads	ENCSR410DWC	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					eGFP-PYGO2-human	ENCAB728YTO	DNA					False	2016-01-14	ENCODE				1	1	100		paired-ended	1	ENCFF768KWX		2426677381	Michael Snyder, Stanford	580a05c585b6541ed654fc552283b598	SRA:SRR5111550	https://www.encodeproject.org/files/ENCFF150HAD/@@download/ENCFF150HAD.fastq.gz		HiSeq 2000	/files/ENCFF427TUR/	released	moderate library complexity, mild to moderate bottlenecking	missing unfiltered alignments		
ENCFF002DPQ	fastq	reads	ENCSR954WVZ	ChIP-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens					ESRRA-human	ENCAB000AGE	DNA					False	2014-07-07	ENCODE				1	1	100		paired-ended	1	ENCFF002EGU		3470757991	Michael Snyder, Stanford	06a967291724415b4c38e98673027262	SRA:SRR5112313	https://www.encodeproject.org/files/ENCFF002DPQ/@@download/ENCFF002DPQ.fastq.gz		HiSeq 2000	/files/ENCFF002DTU/	released	mild to moderate bottlenecking	missing unfiltered alignments		
ENCFF002DPT	fastq	reads	ENCSR954WVZ	ChIP-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens					ESRRA-human	ENCAB000AGE	DNA					False	2014-07-07	ENCODE				2	1	100		paired-ended	2	ENCFF002EGM		3173751143	Michael Snyder, Stanford	34a1c4149ad56966260c492121e7b2c6	SRA:SRR5112314	https://www.encodeproject.org/files/ENCFF002DPT/@@download/ENCFF002DPT.fastq.gz		HiSeq 2000	/files/ENCFF002DTS/	released	mild to moderate bottlenecking	missing unfiltered alignments		
ENCFF002EGM	fastq	reads	ENCSR954WVZ	ChIP-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens					ESRRA-human	ENCAB000AGE	DNA					False	2014-07-07	ENCODE				2	1	100		paired-ended	1	ENCFF002DPT		3230013056	Michael Snyder, Stanford	af21e384abc832294a7c316bd4a8ed2d	SRA:SRR5112314	https://www.encodeproject.org/files/ENCFF002EGM/@@download/ENCFF002EGM.fastq.gz		HiSeq 2000	/files/ENCFF002EFG/	released	mild to moderate bottlenecking	missing unfiltered alignments		
ENCFF002EGU	fastq	reads	ENCSR954WVZ	ChIP-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens					ESRRA-human	ENCAB000AGE	DNA					False	2014-07-07	ENCODE				1	1	100		paired-ended	2	ENCFF002DPQ		3518831135	Michael Snyder, Stanford	616c89bd13f3bb692e69ab033d5d879d	SRA:SRR5112313	https://www.encodeproject.org/files/ENCFF002EGU/@@download/ENCFF002EGU.fastq.gz		HiSeq 2000	/files/ENCFF002EFI/	released	mild to moderate bottlenecking	missing unfiltered alignments		
ENCFF238IYZ	fastq	reads	ENCSR697YLJ	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					CBFA2T3-human	ENCAB565MLN	DNA					False	2017-09-28	ENCODE				1	1	100		paired-ended	1	ENCFF203LDU		2957145081	Michael Snyder, Stanford	7abab00ba9ecfa89aeb8ed931b163b1e		https://www.encodeproject.org/files/ENCFF238IYZ/@@download/ENCFF238IYZ.fastq.gz		HiSeq 2000	/files/ENCFF410PHD/	released		experiment not submitted to GEO		
ENCFF256ZUF	fastq	reads	ENCSR697YLJ	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					CBFA2T3-human	ENCAB565MLN	DNA					False	2017-09-28	ENCODE				2	1	100		paired-ended	1	ENCFF090VRQ		2432745460	Michael Snyder, Stanford	9d227330be0ccb89da65b5401080d3f0		https://www.encodeproject.org/files/ENCFF256ZUF/@@download/ENCFF256ZUF.fastq.gz		HiSeq 2000	/files/ENCFF240DTE/	released		experiment not submitted to GEO		
ENCFF090VRQ	fastq	reads	ENCSR697YLJ	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					CBFA2T3-human	ENCAB565MLN	DNA					False	2017-09-28	ENCODE				2	1	100		paired-ended	2	ENCFF256ZUF		2474128225	Michael Snyder, Stanford	008f138f172e3f26431136dd9e5398f4		https://www.encodeproject.org/files/ENCFF090VRQ/@@download/ENCFF090VRQ.fastq.gz		HiSeq 2000	/files/ENCFF608MDV/	released		experiment not submitted to GEO		
ENCFF203LDU	fastq	reads	ENCSR697YLJ	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					CBFA2T3-human	ENCAB565MLN	DNA					False	2017-09-28	ENCODE				1	1	100		paired-ended	2	ENCFF238IYZ		3001902871	Michael Snyder, Stanford	c2badbf4b77b902da487abc3a7385177		https://www.encodeproject.org/files/ENCFF203LDU/@@download/ENCFF203LDU.fastq.gz		HiSeq 2000	/files/ENCFF368UOC/	released		experiment not submitted to GEO		
ENCFF000QOV	fastq	reads	ENCSR000BUY	ChIP-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens					NR2F2-human	ENCAB000AJH	DNA		see document	see document		False	2012-09-10	ENCODE				2	1	50		single-ended				853484296	Richard Myers, HAIB	94d60d1be103c0651d083d50219d6c8c		https://www.encodeproject.org/files/ENCFF000QOV/@@download/ENCFF000QOV.fastq.gz		HiSeq 2000	/files/ENCFF000QQK/	released		biological replicates with identical biosample		
ENCFF000QOY	fastq	reads	ENCSR000BUY	ChIP-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens					NR2F2-human	ENCAB000AJH	DNA		see document	see document		False	2012-09-10	ENCODE				1	1	50		single-ended				1824216730	Richard Myers, HAIB	633b75547e1e366870d4d0afeef918fc		https://www.encodeproject.org/files/ENCFF000QOY/@@download/ENCFF000QOY.fastq.gz		HiSeq 2000	/files/ENCFF000QQI/	released		biological replicates with identical biosample		
ENCFF965LJP	fastq	reads	ENCSR909TSW	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF547-human	ENCAB976SGG	DNA				formaldehyde	False	2016-10-07	ENCODE				1	1	101		paired-ended	1	ENCFF069MUW		2135578540	Michael Snyder, Stanford	094caeda3f69405cb9a13f72630574e2	SRA:SRR5112280	https://www.encodeproject.org/files/ENCFF965LJP/@@download/ENCFF965LJP.fastq.gz		HiSeq 2000	/files/ENCFF050IAV/, /files/ENCFF055BVM/, /files/ENCFF069TUA/, /files/ENCFF153HYB/, /files/ENCFF259QKU/, /files/ENCFF342YBR/, /files/ENCFF354EZU/, /files/ENCFF370DYU/, /files/ENCFF427XVX/, /files/ENCFF458QHC/, /files/ENCFF534SCD/, /files/ENCFF547QSE/, /files/ENCFF612YLD/, /files/ENCFF642NHF/, /files/ENCFF643OCI/, /files/ENCFF643PJM/, /files/ENCFF660NKL/, /files/ENCFF668LQF/, /files/ENCFF696OLX/, /files/ENCFF769KWF/, /files/ENCFF794JUL/, /files/ENCFF873ZZU/, /files/ENCFF878ZVK/, /files/ENCFF881MQW/	released				
ENCFF923CFU	fastq	reads	ENCSR909TSW	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF547-human	ENCAB976SGG	DNA				formaldehyde	False	2016-10-07	ENCODE				2	1	101		paired-ended	1	ENCFF382DBU		2047598772	Michael Snyder, Stanford	c2ee07943b0cf52b844d6a7b9829fb40	SRA:SRR5112279	https://www.encodeproject.org/files/ENCFF923CFU/@@download/ENCFF923CFU.fastq.gz		HiSeq 2000	/files/ENCFF050IAV/, /files/ENCFF055BVM/, /files/ENCFF069TUA/, /files/ENCFF153HYB/, /files/ENCFF259QKU/, /files/ENCFF342YBR/, /files/ENCFF354EZU/, /files/ENCFF370DYU/, /files/ENCFF427XVX/, /files/ENCFF458QHC/, /files/ENCFF534SCD/, /files/ENCFF547QSE/, /files/ENCFF612YLD/, /files/ENCFF642NHF/, /files/ENCFF643OCI/, /files/ENCFF643PJM/, /files/ENCFF660NKL/, /files/ENCFF668LQF/, /files/ENCFF696OLX/, /files/ENCFF769KWF/, /files/ENCFF794JUL/, /files/ENCFF873ZZU/, /files/ENCFF878ZVK/, /files/ENCFF881MQW/	released				
ENCFF069MUW	fastq	reads	ENCSR909TSW	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF547-human	ENCAB976SGG	DNA				formaldehyde	False	2016-10-07	ENCODE				1	1	101		paired-ended	2	ENCFF965LJP		2228505180	Michael Snyder, Stanford	54bf815982af210031c2f46353931555	SRA:SRR5112280	https://www.encodeproject.org/files/ENCFF069MUW/@@download/ENCFF069MUW.fastq.gz		HiSeq 2000	/files/ENCFF010LOC/, /files/ENCFF089HUB/, /files/ENCFF169WOT/, /files/ENCFF184SBV/, /files/ENCFF212MYS/, /files/ENCFF231MWC/, /files/ENCFF247VVB/, /files/ENCFF256KTI/, /files/ENCFF327UHP/, /files/ENCFF374JTH/, /files/ENCFF437BSD/, /files/ENCFF446ZHN/, /files/ENCFF485UTC/, /files/ENCFF502LCH/, /files/ENCFF570XLQ/, /files/ENCFF611URR/, /files/ENCFF674OUR/, /files/ENCFF696JSC/, /files/ENCFF793FGU/, /files/ENCFF804THN/, /files/ENCFF806BJB/, /files/ENCFF825GYY/, /files/ENCFF886JJC/, /files/ENCFF967IDB/	released				
